tiempo_s,voltaje_mV
0.5484,0.0788
0.5524,0.0643
0.5564,0.0505
0.5604,0.0383
0.5644,0.0285
0.5684,0.0215
0.5724,0.0179
0.5764,0.0184
0.5804,0.0245
0.5844,0.0396
0.5884,0.0706
0.5924,0.1285
0.5964,0.2252
0.6004,0.3667
0.6044,0.5451
0.6084,0.7361
0.6124,0.9043
0.6164,1.0148
0.6204,1.0441
0.6244,0.9865
0.6284,0.8543
0.6324,0.6732
0.6364,0.4746
0.6404,0.2875
0.6444,0.1328
0.6484,0.0211
0.6524,-0.0468
0.6564,-0.0766
0.6604,-0.0771
0.6644,-0.058
0.6684,-0.0276
0.6724,0.0078
0.6765,0.0437
0.6805,0.0775
0.6845,0.1081
0.6885,0.1353
0.6925,0.1593
0.6965,0.1807
0.7005,0.2
0.7045,0.2176
0.7085,0.2337
0.7125,0.2483
0.7165,0.2615
0.7205,0.273
0.7245,0.2826
0.7285,0.2903
0.7325,0.2958
0.7365,0.2991
0.7405,0.3
0.7445,0.2985
0.7485,0.2947
0.7525,0.2886
0.7565,0.2805
0.7605,0.2704
0.7645,0.2586
0.7685,0.2454
0.7725,0.2311
0.7765,0.2158
0.7805,0.2
0.7845,0.1839
0.7885,0.1677
0.7925,0.1518
0.7965,0.1363
0.8005,0.1214
0.8045,0.1073
0.8085,0.0941
0.8125,0.0818
0.8165,0.0706
0.8205,0.0605
0.8245,0.0514
0.8286,0.0433
0.8326,0.0362
0.8366,0.03
0.8406,0.0247
0.8446,0.0202
0.8486,0.0163
0.8526,0.0131
0.8566,0.0105
0.8606,0.0083
0.8646,0.0065
0.8686,0.0051
0.8726,0.0039
0.8766,0.003
0.8806,0.0023
0.8846,0.0017
0.8886,0.0013
0.8926,0.001
0.8966,0.0007
0.9006,0.0005
0.9046,0.0004
0.9086,0.0003
0.9126,0.0003
0.9166,0.0003
0.9206,0.0004
0.9246,0.0006
0.9286,0.0011
0.9326,0.002
0.9366,0.0034
0.9406,0.0057
0.9446,0.0092
0.9486,0.0141
0.9526,0.021
0.9566,0.0299
0.9606,0.0409
0.9646,0.0537
0.9686,0.0679
0.9726,0.0824
0.9767,0.096
0.9807,0.1076
0.9847,0.1158
0.9887,0.1197
0.9927,0.1189
0.9967,0.1135
1.0007,0.1041
1.0047,0.0917
1.0087,0.0777
1.0127,0.0632
1.0167,0.0495
1.0207,0.0375
1.0247,0.0279
1.0287,0.0211
1.0327,0.0178
1.0367,0.0186
1.0407,0.0253
1.0447,0.0413
1.0487,0.074
1.0527,0.1344
1.0567,0.2345
1.0607,0.3793
1.0647,0.5597
1.0687,0.7502
1.0727,0.9152
1.0767,1.0201
1.0807,1.0427
1.0847,0.9788
1.0887,0.8418
1.0927,0.6582
1.0967,0.4595
1.1007,0.2743
1.1047,0.1227
1.1087,0.0144
1.1127,-0.0503
1.1167,-0.0775
1.1207,-0.0762
1.1247,-0.056
1.1288,-0.025
1.1328,0.0105
1.1368,0.0464
1.1408,0.08
1.1448,0.1104
1.1488,0.1373
1.1528,0.1611
1.1568,0.1823
1.1608,0.2014
1.1648,0.2189
1.1688,0.2349
1.1728,0.2494
1.1768,0.2624
1.1808,0.2738
1.1848,0.2833
1.1888,0.2908
1.1928,0.2962
1.1968,0.2992
1.2008,0.3
1.2048,0.2983
1.2088,0.2943
1.2128,0.2881
1.2168,0.2798
1.2208,0.2696
1.2248,0.2577
1.2288,0.2444
1.2328,0.2299
1.2368,0.2146
1.2408,0.1988
1.2448,0.1826
1.2488,0.1665
1.2528,0.1506
1.2568,0.1351
1.2608,0.1203
1.2648,0.1062
1.2688,0.0931
1.2728,0.0809
1.2769,0.0698
1.2809,0.0597
1.2849,0.0507
1.2889,0.0427
1.2929,0.0357
1.2969,0.0296
1.3009,0.0243
1.3049,0.0199
1.3089,0.0161
1.3129,0.0129
1.3169,0.0103
1.3209,0.0081
1.3249,0.0064
1.3289,0.005
1.3329,0.0038
1.3369,0.0029
1.3409,0.0022
1.3449,0.0017
1.3489,0.0013
1.3529,0.0009
1.3569,0.0007
1.3609,0.0005
1.3649,0.0004
1.3689,0.0003
1.3729,0.0003
1.3769,0.0003
1.3809,0.0004
1.3849,0.0007
1.3889,0.0012
1.3929,0.0021
1.3969,0.0036
1.4009,0.0059
1.4049,0.0095
1.4089,0.0146
1.4129,0.0216
1.4169,0.0306
1.4209,0.0418
1.4249,0.0548
1.429,0.069
1.433,0.0835
1.437,0.097
1.441,0.1084
1.445,0.1163
1.449,0.1198
1.453,0.1187
1.457,0.1129
1.461,0.1032
1.465,0.0907
1.469,0.0765
1.473,0.0621
1.477,0.0485
1.481,0.0367
1.485,0.0272
1.489,0.0207
1.493,0.0177
1.497,0.0189
1.501,0.0261
1.505,0.0431
1.509,0.0774
1.513,0.1406
1.517,0.244
1.521,0.3921
1.525,0.5744
1.529,0.7643
1.533,0.9257
1.537,1.0249
1.541,1.0408
1.545,0.9706
1.549,0.829
1.553,0.6431
1.557,0.4445
1.561,0.2613
1.565,0.1128
1.569,0.0079
1.573,-0.0536
1.5771,-0.0783
1.5811,-0.0753
1.5851,-0.0539
1.5891,-0.0224
1.5931,0.0133
1.5971,0.049
1.6011,0.0824
1.6051,0.1125
1.6091,0.1392
1.6131,0.1628
1.6171,0.1838
1.6211,0.2028
1.6251,0.2202
1.6291,0.236
1.6331,0.2504
1.6371,0.2633
1.6411,0.2746
1.6451,0.284
1.6491,0.2913
1.6531,0.2965
1.6571,0.2994
1.6611,0.2999
1.6651,0.2981
1.6691,0.2939
1.6731,0.2875
1.6771,0.2791
1.6811,0.2687
1.6851,0.2567
1.6891,0.2433
1.6931,0.2288
1.6971,0.2134
1.7011,0.1976
1.7051,0.1814
1.7091,0.1653
1.7131,0.1494
1.7171,0.134
1.7211,0.1192
1.7252,0.1052
1.7292,0.0921
1.7332,0.08
1.7372,0.069
1.7412,0.059
1.7452,0.05
1.7492,0.0421
1.7532,0.0352
1.7572,0.0291
1.7612,0.024
1.7652,0.0195
1.7692,0.0158
1.7732,0.0127
1.7772,0.0101
1.7812,0.008
1.7852,0.0063
1.7892,0.0049
1.7932,0.0038
1.7972,0.0029
1.8012,0.0022
1.8052,0.0016
1.8092,0.0012
1.8132,0.0009
1.8172,0.0007
1.8212,0.0005
1.8252,0.0004
1.8292,0.0003
1.8332,0.0003
1.8372,0.0003
1.8412,0.0004
1.8452,0.0007
1.8492,0.0012
1.8532,0.0022
1.8572,0.0037
1.8612,0.0062
1.8652,0.0098
1.8692,0.0151
1.8732,0.0222
1.8773,0.0314
1.8813,0.0427
1.8853,0.0558
1.8893,0.0701
1.8933,0.0845
1.8973,0.098
1.9013,0.1091
1.9053,0.1167
1.9093,0.1199
1.9133,0.1184
1.9173,0.1123
1.9213,0.1024
1.9253,0.0896
1.9293,0.0754
1.9333,0.061
1.9373,0.0475
1.9413,0.0359
1.9453,0.0266
1.9493,0.0204
1.9533,0.0176
1.9573,0.0192
1.9613,0.027
1.9653,0.045
1.9693,0.0811
1.9733,0.1469
1.9773,0.2538
1.9813,0.4051
1.9853,0.5891
1.9893,0.7781
1.9933,0.9359
1.9973,1.0292
2.0013,1.0384
2.0053,0.9619
2.0093,0.8159
2.0133,0.628
2.0173,0.4296
2.0213,0.2485
2.0254,0.1032
2.0294,0.0017
2.0334,-0.0567
2.0374,-0.0789
2.0414,-0.0742
2.0454,-0.0518
2.0494,-0.0197
2.0534,0.0161
2.0574,0.0517
2.0614,0.0849
2.0654,0.1147
2.0694,0.1411
2.0734,0.1645
2.0774,0.1853
2.0814,0.2042
2.0854,0.2214
2.0894,0.2372
2.0934,0.2515
2.0974,0.2643
2.1014,0.2754
2.1054,0.2846
2.1094,0.2918
2.1134,0.2968
2.1174,0.2995
2.1214,0.2999
2.1254,0.2978
2.1294,0.2935
2.1334,0.2869
2.1374,0.2783
2.1414,0.2678
2.1454,0.2557
2.1494,0.2422
2.1534,0.2276
2.1574,0.2122
2.1614,0.1963
2.1654,0.1802
2.1694,0.164
2.1734,0.1482
2.1775,0.1328
2.1815,0.1181
2.1855,0.1042
2.1895,0.0912
2.1935,0.0791
2.1975,0.0682
2.2015,0.0583
2.2055,0.0494
2.2095,0.0416
2.2135,0.0347
2.2175,0.0287
2.2215,0.0236
2.2255,0.0192
2.2295,0.0155
2.2335,0.0125
2.2375,0.0099
2.2415,0.0078
2.2455,0.0061
2.2495,0.0048
2.2535,0.0037
2.2575,0.0028
2.2615,0.0021
2.2655,0.0016
2.2695,0.0012
2.2735,0.0009
2.2775,0.0007
2.2815,0.0005
2.2855,0.0004
2.2895,0.0003
2.2935,0.0003
2.2975,0.0003
2.3015,0.0004
2.3055,0.0007
2.3095,0.0013
2.3135,0.0023
2.3175,0.0039
2.3215,0.0064
2.3256,0.0102
2.3296,0.0155
2.3336,0.0228
2.3376,0.0322
2.3416,0.0437
2.3456,0.0569
2.3496,0.0712
2.3536,0.0856
2.3576,0.0989
2.3616,0.1098
2.3656,0.1171
2.3696,0.12
2.3736,0.1181
2.3776,0.1117
2.3816,0.1015
2.3856,0.0886
2.3896,0.0743
2.3936,0.0599
2.3976,0.0466
2.4016,0.0351
2.4056,0.026
2.4096,0.02
2.4136,0.0176
2.4176,0.0196
2.4216,0.0279
2.4256,0.047
2.4296,0.0849
2.4336,0.1536
2.4376,0.2639
2.4416,0.4183
2.4456,0.6038
2.4496,0.7918
2.4536,0.9457
2.4576,1.0331
2.4616,1.0354
2.4656,0.9529
2.4696,0.8026
2.4736,0.6127
2.4777,0.4148
2.4817,0.2359
2.4857,0.0938
2.4897,-0.0042
2.4937,-0.0596
2.4977,-0.0794
2.5017,-0.0729
2.5057,-0.0496
2.5097,-0.017
2.5137,0.0189
2.5177,0.0543
2.5217,0.0873
2.5257,0.1168
2.5297,0.143
2.5337,0.1662
2.5377,0.1869
2.5417,0.2056
2.5457,0.2227
2.5497,0.2383
2.5537,0.2525
2.5577,0.2652
2.5617,0.2761
2.5657,0.2852
2.5697,0.2923
2.5737,0.2971
2.5777,0.2996
2.5817,0.2998
2.5857,0.2976
2.5897,0.2931
2.5937,0.2864
2.5977,0.2776
2.6017,0.267
2.6057,0.2547
2.6097,0.2411
2.6137,0.2265
2.6177,0.211
2.6217,0.1951
2.6258,0.1789
2.6298,0.1628
2.6338,0.147
2.6378,0.1316
2.6418,0.117
2.6458,0.1031
2.6498,0.0902
2.6538,0.0783
2.6578,0.0674
2.6618,0.0575
2.6658,0.0488
2.6698,0.041
2.6738,0.0342
2.6778,0.0283
2.6818,0.0232
2.6858,0.0189
2.6898,0.0153
2.6938,0.0123
2.6978,0.0098
2.7018,0.0077
2.7058,0.006
2.7098,0.0047
2.7138,0.0036
2.7178,0.0028
2.7218,0.0021
2.7258,0.0016
2.7298,0.0012
2.7338,0.0009
2.7378,0.0006
2.7418,0.0005
2.7458,0.0004
2.7498,0.0003
2.7538,0.0003
2.7578,0.0003
2.7618,0.0004
2.7658,0.0008
2.7698,0.0013
2.7738,0.0024
2.7779,0.004
2.7819,0.0066
2.7859,0.0105
2.7899,0.016
2.7939,0.0235
2.7979,0.033
2.8019,0.0446
2.8059,0.058
2.8099,0.0723
2.8139,0.0867
2.8179,0.0999
2.8219,0.1105
2.8259,0.1175
2.8299,0.12
2.8339,0.1178
2.8379,0.111
2.8419,0.1006
2.8459,0.0875
2.8499,0.0732
2.8539,0.0589
2.8579,0.0456
2.8619,0.0343
2.8659,0.0255
2.8699,0.0197
2.8739,0.0176
2.8779,0.02
2.8819,0.0289
2.8859,0.0491
2.8899,0.0889
2.8939,0.1604
2.8979,0.2742
2.9019,0.4317
2.9059,0.6186
2.9099,0.8053
2.9139,0.9551
2.9179,1.0364
2.9219,1.032
2.926,0.9435
2.93,0.789
2.934,0.5975
2.938,0.4002
2.942,0.2236
2.946,0.0847
2.95,-0.0099
2.954,-0.0623
2.958,-0.0797
2.962,-0.0716
2.966,-0.0473
2.97,-0.0143
2.974,0.0216
2.978,0.057
2.982,0.0897
2.986,0.119
2.99,0.1449
2.994,0.1678
2.998,0.1884
3.002,0.207
3.006,0.2239
3.01,0.2395
3.014,0.2536
3.018,0.2661
3.022,0.2769
3.026,0.2858
3.03,0.2927
3.034,0.2974
3.038,0.2997
3.042,0.2997
3.046,0.2973
3.05,0.2926
3.054,0.2858
3.058,0.2768
3.062,0.2661
3.066,0.2537
3.07,0.2401
3.074,0.2253
3.0781,0.2098
3.0821,0.1939
3.0861,0.1777
3.0901,0.1616
3.0941,0.1458
3.0981,0.1305
3.1021,0.1159
3.1061,0.1021
3.1101,0.0892
3.1141,0.0774
3.1181,0.0666
3.1221,0.0568
3.1261,0.0481
3.1301,0.0404
3.1341,0.0337
3.1381,0.0279
3.1421,0.0229
3.1461,0.0186
3.1501,0.015
3.1541,0.0121
3.1581,0.0096
3.1621,0.0076
3.1661,0.0059
3.1701,0.0046
3.1741,0.0035
3.1781,0.0027
3.1821,0.002
3.1861,0.0015
3.1901,0.0011
3.1941,0.0009
3.1981,0.0006
3.2021,0.0005
3.2061,0.0003
3.2101,0.0003
3.2141,0.0003
3.2181,0.0003
3.2221,0.0005
3.2262,0.0008
3.2302,0.0014
3.2342,0.0025
3.2382,0.0042
3.2422,0.0069
3.2462,0.0109
3.2502,0.0165
3.2542,0.0241
3.2582,0.0338
3.2622,0.0456
3.2662,0.059
3.2702,0.0734
3.2742,0.0878
3.2782,0.1008
3.2822,0.1112
3.2862,0.1178
3.2902,0.12
3.2942,0.1174
3.2982,0.1103
3.3022,0.0996
3.3062,0.0865
3.3102,0.0721
3.3142,0.0578
3.3182,0.0447
3.3222,0.0335
3.3262,0.0249
3.3302,0.0194
3.3342,0.0176
3.3382,0.0204
3.3422,0.03
3.3462,0.0513
3.3502,0.0931
3.3542,0.1676
3.3582,0.2848
3.3622,0.4453
3.3662,0.6334
3.3702,0.8185
3.3742,0.9641
3.3783,1.0392
3.3823,1.0281
3.3863,0.9336
3.3903,0.7752
3.3943,0.5822
3.3983,0.3856
3.4023,0.2114
3.4063,0.0758
3.4103,-0.0154
3.4143,-0.0647
3.4183,-0.0799
3.4223,-0.0702
3.4263,-0.045
3.4303,-0.0116
3.4343,0.0244
3.4383,0.0596
3.4423,0.092
3.4463,0.1211
3.4503,0.1467
3.4543,0.1695
3.4583,0.1898
3.4623,0.2083
3.4663,0.2252
3.4703,0.2406
3.4743,0.2546
3.4783,0.267
3.4823,0.2777
3.4863,0.2864
3.4903,0.2931
3.4943,0.2976
3.4983,0.2998
3.5023,0.2996
3.5063,0.297
3.5103,0.2922
3.5143,0.2851
3.5183,0.2761
3.5223,0.2652
3.5264,0.2527
3.5304,0.239
3.5344,0.2242
3.5384,0.2086
3.5424,0.1926
3.5464,0.1764
3.5504,0.1604
3.5544,0.1446
3.5584,0.1293
3.5624,0.1148
3.5664,0.1011
3.5704,0.0883
3.5744,0.0765
3.5784,0.0658
3.5824,0.0561
3.5864,0.0475
3.5904,0.0399
3.5944,0.0332
3.5984,0.0275
3.6024,0.0225
3.6064,0.0183
3.6104,0.0148
3.6144,0.0118
3.6184,0.0094
3.6224,0.0074
3.6264,0.0058
3.6304,0.0045
3.6344,0.0035
3.6384,0.0026
3.6424,0.002
3.6464,0.0015
3.6504,0.0011
3.6544,0.0008
3.6584,0.0006
3.6624,0.0005
3.6664,0.0003
3.6704,0.0003
3.6744,0.0003
3.6785,0.0003
3.6825,0.0005
3.6865,0.0008
3.6905,0.0015
3.6945,0.0026
3.6985,0.0044
3.7025,0.0071
3.7065,0.0112
3.7105,0.017
3.7145,0.0248
3.7185,0.0347
3.7225,0.0466
3.7265,0.0601
3.7305,0.0746
3.7345,0.0888
3.7385,0.1017
3.7425,0.1118
3.7465,0.1182
3.7505,0.12
3.7545,0.117
3.7585,0.1096
3.7625,0.0987
3.7665,0.0854
3.7705,0.071
3.7745,0.0567
3.7785,0.0437
3.7825,0.0327
3.7865,0.0244
3.7905,0.0191
3.7945,0.0176
3.7985,0.0208
3.8025,0.0311
3.8065,0.0537
3.8105,0.0975
3.8145,0.175
3.8185,0.2957
3.8225,0.4591
3.8266,0.6481
3.8306,0.8315
3.8346,0.9726
3.8386,1.0414
3.8426,1.0236
3.8466,0.9234
3.8506,0.7613
3.8546,0.5668
3.8586,0.3712
3.8626,0.1995
3.8666,0.0673
3.8706,-0.0206
3.8746,-0.067
3.8786,-0.0799
3.8826,-0.0688
3.8866,-0.0426
3.8906,-0.0089
3.8946,0.0272
3.8986,0.0622
3.9026,0.0944
3.9066,0.1231
3.9106,0.1486
3.9146,0.1711
3.9186,0.1913
3.9226,0.2097
3.9266,0.2264
3.9306,0.2417
3.9346,0.2556
3.9386,0.2679
3.9426,0.2784
3.9466,0.287
3.9506,0.2936
3.9546,0.2979
3.9586,0.2999
3.9626,0.2995
3.9666,0.2967
3.9706,0.2917
3.9746,0.2845
3.9787,0.2753
3.9827,0.2643
3.9867,0.2517
3.9907,0.2379
3.9947,0.223
3.9987,0.2074
4.0027,0.1914
4.0067,0.1752
4.0107,0.1591
4.0147,0.1434
4.0187,0.1282
4.0227,0.1137
4.0267,0.1001
4.0307,0.0874
4.0347,0.0757
4.0387,0.065
4.0427,0.0554
4.0467,0.0469
4.0507,0.0394
4.0547,0.0328
4.0587,0.0271
4.0627,0.0222
4.0667,0.018
4.0707,0.0145
4.0747,0.0116
4.0787,0.0092
4.0827,0.0073
4.0867,0.0057
4.0907,0.0044
4.0947,0.0034
4.0987,0.0026
4.1027,0.002
4.1067,0.0015
4.1107,0.0011
4.1147,0.0008
4.1187,0.0006
4.1227,0.0004
4.1268,0.0003
4.1308,0.0003
4.1348,0.0003
4.1388,0.0003
4.1428,0.0005
4.1468,0.0009
4.1508,0.0015
4.1548,0.0027
4.1588,0.0045
4.1628,0.0074
4.1668,0.0116
4.1708,0.0176
4.1748,0.0255
4.1788,0.0355
4.1828,0.0476
4.1868,0.0612
4.1908,0.0757
4.1948,0.0899
4.1988,0.1026
4.2028,0.1125
4.2068,0.1185
4.2108,0.1199
4.2148,0.1166
4.2188,0.1089
4.2228,0.0978
4.2268,0.0843
4.2308,0.0699
4.2348,0.0557
4.2388,0.0428
4.2428,0.032
4.2468,0.0238
4.2508,0.0189
4.2548,0.0177
4.2588,0.0213
4.2628,0.0323
4.2668,0.0561
4.2708,0.1021
4.2748,0.1826
4.2789,0.3068
4.2829,0.473
4.2869,0.6629
4.2909,0.8443
4.2949,0.9808
4.2989,1.0432
4.3029,1.0187
4.3069,0.9129
4.3109,0.7471
4.3149,0.5515
4.3189,0.3569
4.3229,0.1879
4.3269,0.059
4.3309,-0.0255
4.3349,-0.069
4.3389,-0.0798
4.3429,-0.0672
4.3469,-0.0402
4.3509,-0.0062
4.3549,0.0299
4.3589,0.0648
4.3629,0.0967
4.3669,0.1252
4.3709,0.1504
4.3749,0.1727
4.3789,0.1928
4.3829,0.211
4.3869,0.2276
4.3909,0.2428
4.3949,0.2566
4.3989,0.2687
4.4029,0.2791
4.4069,0.2876
4.4109,0.294
4.4149,0.2981
4.4189,0.2999
4.4229,0.2994
4.427,0.2964
4.431,0.2912
4.435,0.2839
4.439,0.2745
4.443,0.2634
4.447,0.2507
4.451,0.2367
4.455,0.2218
4.459,0.2062
4.463,0.1901
4.467,0.174
4.471,0.1579
4.475,0.1422
4.479,0.1271
4.483,0.1126
4.487,0.0991
4.491,0.0864
4.495,0.0748
4.499,0.0643
4.503,0.0547
4.507,0.0463
4.511,0.0388
4.515,0.0323
4.519,0.0267
4.523,0.0218
4.527,0.0177
4.531,0.0143
4.535,0.0114
4.539,0.0091
4.543,0.0071
4.547,0.0056
4.551,0.0043
4.555,0.0033
4.559,0.0025
4.563,0.0019
4.567,0.0014
4.571,0.0011
4.5751,0.0008
4.5791,0.0006
4.5831,0.0004
4.5871,0.0003
4.5911,0.0003
4.5951,0.0003
4.5991,0.0003
4.6031,0.0005
4.6071,0.0009
4.6111,0.0016
4.6151,0.0028
4.6191,0.0047
4.6231,0.0077
4.6271,0.012
4.6311,0.0181
4.6351,0.0262
4.6391,0.0364
4.6431,0.0486
4.6471,0.0623
4.6511,0.0768
4.6551,0.0909
4.6591,0.1035
4.6631,0.1131
4.6671,0.1188
4.6711,0.1198
4.6751,0.1161
4.6791,0.1082
4.6831,0.0968
4.6871,0.0832
4.6911,0.0688
4.6951,0.0546
4.6991,0.0419
4.7031,0.0313
4.7071,0.0233
4.7111,0.0186
4.7151,0.0177
4.7191,0.0219
4.7231,0.0336
4.7272,0.0587
4.7312,0.1069
4.7352,0.1905
4.7392,0.3182
4.7432,0.487
4.7472,0.6775
4.7512,0.8568
4.7552,0.9884
4.7592,1.0444
4.7632,1.0132
4.7672,0.9019
4.7712,0.7327
4.7752,0.5362
4.7792,0.3428
4.7832,0.1765
4.7872,0.0509
4.7912,-0.0302
4.7952,-0.0709
4.7992,-0.0795
4.8032,-0.0655
4.8072,-0.0378
4.8112,-0.0034
4.8152,0.0327
4.8192,0.0673
4.8232,0.099
4.8272,0.1273
4.8312,0.1522
4.8352,0.1743
4.8392,0.1942
4.8432,0.2123
4.8472,0.2289
4.8512,0.2439
4.8552,0.2576
4.8592,0.2696
4.8632,0.2799
4.8672,0.2882
4.8712,0.2944
4.8753,0.2983
4.8793,0.3
4.8833,0.2992
4.8873,0.2961
4.8913,0.2908
4.8953,0.2832
4.8993,0.2737
4.9033,0.2625
4.9073,0.2497
4.9113,0.2356
4.9153,0.2206
4.9193,0.205
4.9233,0.1889
4.9273,0.1727
4.9313,0.1567
4.9353,0.141
4.9393,0.1259
4.9433,0.1116
4.9473,0.0981
4.9513,0.0855
4.9553,0.074
4.9593,0.0635
4.9633,0.0541
4.9673,0.0457
4.9713,0.0383
4.9753,0.0318
4.9793,0.0263
4.9833,0.0215
4.9873,0.0175
4.9913,0.0141
4.9953,0.0112
4.9993,0.0089
5.0033,0.007
5.0073,0.0055
5.0113,0.0042
5.0153,0.0033
5.0193,0.0025
5.0233,0.0019
5.0274,0.0014
5.0314,0.001
5.0354,0.0008
5.0394,0.0006
5.0434,0.0004
5.0474,0.0003
5.0514,0.0003
5.0554,0.0003
5.0594,0.0003
5.0634,0.0005
5.0674,0.0009
5.0714,0.0017
5.0754,0.0029
5.0794,0.0049
5.0834,0.0079
5.0874,0.0124
5.0914,0.0186
5.0954,0.0269
5.0994,0.0372
5.1034,0.0496
5.1074,0.0634
5.1114,0.0779
5.1154,0.092
5.1194,0.1043
5.1234,0.1137
5.1274,0.119
5.1314,0.1197
5.1354,0.1157
5.1394,0.1074
5.1434,0.0958
5.1474,0.0821
5.1514,0.0677
5.1554,0.0536
5.1594,0.041
5.1634,0.0306
5.1674,0.0229
5.1714,0.0184
5.1755,0.0179
5.1795,0.0224
5.1835,0.035
5.1875,0.0614
5.1915,0.1119
5.1955,0.1987
5.1995,0.3298
5.2035,0.5012
5.2075,0.6922
5.2115,0.869
5.2155,0.9957
5.2195,1.0452
5.2235,1.0073
5.2275,0.8906
5.2315,0.7182
5.2355,0.5209
5.2395,0.3289
5.2435,0.1653
5.2475,0.0431
5.2515,-0.0347
5.2555,-0.0726
5.2595,-0.0791
5.2635,-0.0638
5.2675,-0.0353
5.2715,-0.0007
5.2755,0.0354
5.2795,0.0699
5.2835,0.1013
5.2875,0.1293
5.2915,0.154
5.2955,0.1759
5.2995,0.1957
5.3035,0.2136
5.3075,0.2301
5.3115,0.245
5.3155,0.2585
5.3195,0.2704
5.3235,0.2806
5.3276,0.2887
5.3316,0.2948
5.3356,0.2985
5.3396,0.3
5.3436,0.2991
5.3476,0.2958
5.3516,0.2902
5.3556,0.2826
5.3596,0.2729
5.3636,0.2615
5.3676,0.2486
5.3716,0.2345
5.3756,0.2195
5.3796,0.2037
5.3836,0.1877
5.3876,0.1715
5.3916,0.1555
5.3956,0.1398
5.3996,0.1248
5.4036,0.1105
5.4076,0.0971
5.4116,0.0846
5.4156,0.0731
5.4196,0.0627
5.4236,0.0534
5.4276,0.0451
5.4316,0.0378
5.4356,0.0314
5.4396,0.0259
5.4436,0.0212
5.4476,0.0172
5.4516,0.0138
5.4556,0.011
5.4596,0.0088
5.4636,0.0069
5.4676,0.0054
5.4716,0.0042
5.4757,0.0032
5.4797,0.0024
5.4837,0.0018
5.4877,0.0014
5.4917,0.001
5.4957,0.0008
5.4997,0.0006
5.5037,0.0004
5.5077,0.0003
5.5117,0.0003
5.5157,0.0003
5.5197,0.0004
5.5237,0.0006
5.5277,0.001
5.5317,0.0017
5.5357,0.003
5.5397,0.0051
5.5437,0.0082
5.5477,0.0128
5.5517,0.0192
5.5557,0.0276
5.5597,0.0381
5.5637,0.0506
5.5677,0.0645
5.5717,0.079
5.5757,0.093
5.5797,0.1052
5.5837,0.1142
5.5877,0.1192
5.5917,0.1196
5.5957,0.1152
5.5997,0.1066
5.6037,0.0948
5.6077,0.081
5.6117,0.0665
5.6157,0.0526
5.6197,0.0401
5.6237,0.0299
5.6278,0.0224
5.6318,0.0182
5.6358,0.018
5.6398,0.0231
5.6438,0.0364
5.6478,0.0643
5.6518,0.1171
5.6558,0.2071
5.6598,0.3417
5.6638,0.5155
5.6678,0.7067
