tiempo_s,voltaje_mV
0.6765,0.0
0.6805,0.0
0.6845,0.0
0.6885,0.0
0.6925,0.0
0.6965,0.0
0.7005,0.0
0.7045,0.0
0.7085,0.0
0.7125,0.0
0.7165,0.0
0.7205,0.0
0.7245,0.0
0.7285,0.0
0.7325,0.0
0.7365,0.0
0.7405,0.0
0.7445,0.0
0.7485,0.0
0.7525,0.0
0.7565,0.0
0.7605,0.0
0.7645,0.0
0.7685,0.0
0.7725,0.0
0.7765,0.0
0.7805,0.0
0.7845,0.0
0.7885,0.0
0.7925,0.0
0.7965,0.0
0.8005,0.0001
0.8045,0.0001
0.8085,0.0002
0.8125,0.0003
0.8165,0.0006
0.8205,0.001
0.8245,0.0016
0.8286,0.0025
0.8326,0.0039
0.8366,0.006
0.8406,0.0089
0.8446,0.0128
0.8486,0.0181
0.8526,0.0248
0.8566,0.0332
0.8606,0.0433
0.8646,0.055
0.8686,0.0681
0.8726,0.0822
0.8766,0.0967
0.8806,0.111
0.8846,0.124
0.8886,0.1352
0.8926,0.1436
0.8966,0.1486
0.9006,0.15
0.9046,0.1475
0.9086,0.1414
0.9126,0.1321
0.9166,0.1203
0.9206,0.1068
0.9246,0.0924
0.9286,0.0779
0.9326,0.064
0.9366,0.0513
0.9406,0.0401
0.9446,0.0305
0.9486,0.0226
0.9526,0.0164
0.9566,0.0117
0.9606,0.0083
0.9646,0.0064
0.9686,0.0061
0.9726,0.0079
0.9767,0.013
0.9807,0.0233
0.9847,0.0432
0.9887,0.0808
0.9927,0.1477
0.9967,0.2562
1.0007,0.4114
1.0047,0.6032
1.0087,0.8043
1.0127,0.9768
1.0167,1.0841
1.0207,1.1022
1.0247,1.0267
1.0287,0.8725
1.0327,0.668
1.0367,0.4473
1.0407,0.2411
1.0447,0.0709
1.0487,-0.0534
1.0527,-0.1317
1.0567,-0.1705
1.0607,-0.1792
1.0647,-0.1676
1.0687,-0.1441
1.0727,-0.115
1.0767,-0.0847
1.0807,-0.0562
1.0847,-0.0307
1.0887,-0.0089
1.0927,0.0095
1.0967,0.0252
1.1007,0.0388
1.1047,0.0511
1.1087,0.0628
1.1127,0.0745
1.1167,0.0865
1.1207,0.0992
1.1247,0.1125
1.1288,0.1267
1.1328,0.1416
1.1368,0.1573
1.1408,0.1735
1.1448,0.1901
1.1488,0.207
1.1528,0.224
1.1568,0.2409
1.1608,0.2573
1.1648,0.2731
1.1688,0.288
1.1728,0.3018
1.1768,0.3142
1.1808,0.3251
1.1848,0.3342
1.1888,0.3413
1.1928,0.3464
1.1968,0.3493
1.2008,0.35
1.2048,0.3484
1.2088,0.3446
1.2128,0.3387
1.2168,0.3308
1.2208,0.321
1.2248,0.3094
1.2288,0.2964
1.2328,0.2822
1.2368,0.2669
1.2408,0.2508
1.2448,0.2342
1.2488,0.2172
1.2528,0.2003
1.2568,0.1834
1.2608,0.1669
1.2648,0.151
1.2688,0.1356
1.2728,0.1211
1.2769,0.1074
1.2809,0.0947
1.2849,0.0829
1.2889,0.0721
1.2929,0.0624
1.2969,0.0536
1.3009,0.0457
1.3049,0.0388
1.3089,0.0327
1.3129,0.0274
1.3169,0.0228
1.3209,0.0188
1.3249,0.0155
1.3289,0.0126
1.3329,0.0102
1.3369,0.0082
1.3409,0.0066
1.3449,0.0053
1.3489,0.0042
1.3529,0.0033
1.3569,0.0025
1.3609,0.002
1.3649,0.0015
1.3689,0.0012
1.3729,0.0009
1.3769,0.0007
1.3809,0.0005
1.3849,0.0004
1.3889,0.0003
1.3929,0.0002
1.3969,0.0001
1.4009,0.0001
1.4049,0.0001
1.4089,0.0001
1.4129,0.0
1.4169,0.0
1.4209,0.0
1.4249,0.0
1.429,0.0
1.433,0.0
1.437,0.0
1.441,0.0
1.445,0.0
1.449,0.0
1.453,0.0
1.457,0.0
1.461,0.0
1.465,0.0
1.469,0.0
1.473,0.0
1.477,0.0
1.481,0.0
1.485,0.0
1.489,0.0
1.493,0.0
1.497,0.0
1.501,0.0
1.505,0.0
1.509,0.0
1.513,0.0
1.517,0.0
1.521,0.0
1.525,0.0
1.529,0.0
1.533,0.0
1.537,0.0
1.541,0.0
1.545,0.0
1.549,0.0
1.553,0.0
1.557,0.0
1.561,0.0
1.565,0.0
1.569,0.0
1.573,0.0
1.5771,0.0
1.5811,0.0
1.5851,0.0
1.5891,0.0
1.5931,0.0
1.5971,0.0
1.6011,0.0001
1.6051,0.0001
1.6091,0.0002
1.6131,0.0004
1.6171,0.0006
1.6211,0.001
1.6251,0.0017
1.6291,0.0027
1.6331,0.0042
1.6371,0.0063
1.6411,0.0093
1.6451,0.0135
1.6491,0.0189
1.6531,0.0258
1.6571,0.0344
1.6611,0.0447
1.6651,0.0566
1.6691,0.0699
1.6731,0.0841
1.6771,0.0987
1.6811,0.1128
1.6851,0.1257
1.6891,0.1365
1.6931,0.1444
1.6971,0.149
1.7011,0.1498
1.7051,0.1469
1.7091,0.1403
1.7131,0.1306
1.7171,0.1186
1.7211,0.1049
1.7252,0.0904
1.7292,0.076
1.7332,0.0623
1.7372,0.0497
1.7412,0.0387
1.7452,0.0293
1.7492,0.0217
1.7532,0.0157
1.7572,0.0111
1.7612,0.008
1.7652,0.0063
1.7692,0.0062
1.7732,0.0084
1.7772,0.014
1.7812,0.0253
1.7852,0.047
1.7892,0.0877
1.7932,0.1595
1.7972,0.2743
1.8012,0.4353
1.8052,0.6302
1.8092,0.8298
1.8132,0.9956
1.8172,1.0919
1.8212,1.0974
1.8252,1.0102
1.8292,0.8474
1.8332,0.6388
1.8372,0.4184
1.8412,0.216
1.8452,0.0515
1.8492,-0.0664
1.8532,-0.139
1.8572,-0.1731
1.8612,-0.1786
1.8652,-0.165
1.8692,-0.1404
1.8732,-0.1109
1.8773,-0.0808
1.8813,-0.0526
1.8853,-0.0276
1.8893,-0.0063
1.8933,0.0118
1.8973,0.0271
1.9013,0.0405
1.9053,0.0527
1.9093,0.0644
1.9133,0.0761
1.9173,0.0882
1.9213,0.1009
1.9253,0.1144
1.9293,0.1286
1.9333,0.1437
1.9373,0.1594
1.9413,0.1757
1.9453,0.1924
1.9493,0.2093
1.9533,0.2263
1.9573,0.2431
1.9613,0.2594
1.9653,0.2751
1.9693,0.2899
1.9733,0.3035
1.9773,0.3158
1.9813,0.3264
1.9853,0.3352
1.9893,0.3421
1.9933,0.3469
1.9973,0.3495
2.0013,0.3499
2.0053,0.348
2.0093,0.3439
2.0133,0.3378
2.0173,0.3296
2.0213,0.3195
2.0254,0.3078
2.0294,0.2946
2.0334,0.2802
2.0374,0.2648
2.0414,0.2486
2.0454,0.2319
2.0494,0.215
2.0534,0.198
2.0574,0.1812
2.0614,0.1648
2.0654,0.1489
2.0694,0.1337
2.0734,0.1192
2.0774,0.1057
2.0814,0.0931
2.0854,0.0814
2.0894,0.0708
2.0934,0.0612
2.0974,0.0525
2.1014,0.0448
2.1054,0.0379
2.1094,0.0319
2.1134,0.0267
2.1174,0.0222
2.1214,0.0184
2.1254,0.0151
2.1294,0.0123
2.1334,0.01
2.1374,0.008
2.1414,0.0064
2.1454,0.0051
2.1494,0.004
2.1534,0.0032
2.1574,0.0025
2.1614,0.0019
2.1654,0.0015
2.1694,0.0011
2.1734,0.0009
2.1775,0.0006
2.1815,0.0005
2.1855,0.0004
2.1895,0.0003
2.1935,0.0002
2.1975,0.0001
2.2015,0.0001
2.2055,0.0001
2.2095,0.0001
2.2135,0.0
2.2175,0.0
2.2215,0.0
2.2255,0.0
2.2295,0.0
2.2335,0.0
2.2375,0.0
2.2415,0.0
2.2455,0.0
2.2495,0.0
2.2535,0.0
2.2575,0.0
2.2615,0.0
2.2655,0.0
2.2695,0.0
2.2735,0.0
2.2775,0.0
2.2815,0.0
2.2855,0.0
2.2895,0.0
2.2935,0.0
2.2975,0.0
2.3015,0.0
2.3055,0.0
2.3095,0.0
2.3135,0.0
2.3175,0.0
2.3215,0.0
2.3256,0.0
2.3296,0.0
2.3336,0.0
2.3376,0.0
2.3416,0.0
2.3456,0.0
2.3496,0.0
2.3536,0.0
2.3576,0.0
2.3616,0.0
2.3656,0.0
2.3696,0.0
2.3736,0.0
2.3776,0.0
2.3816,0.0
2.3856,0.0
2.3896,0.0
2.3936,0.0
2.3976,0.0
2.4016,0.0001
2.4056,0.0001
2.4096,0.0002
2.4136,0.0004
2.4176,0.0007
2.4216,0.0011
2.4256,0.0018
2.4296,0.0029
2.4336,0.0044
2.4376,0.0067
2.4416,0.0098
2.4456,0.0141
2.4496,0.0197
2.4536,0.0269
2.4576,0.0357
2.4616,0.0462
2.4656,0.0583
2.4696,0.0718
2.4736,0.0861
2.4777,0.1006
2.4817,0.1146
2.4857,0.1272
2.4897,0.1377
2.4937,0.1453
2.4977,0.1493
2.5017,0.1497
2.5057,0.1462
2.5097,0.1392
2.5137,0.1292
2.5177,0.1168
2.5217,0.103
2.5257,0.0885
2.5297,0.0741
2.5337,0.0605
2.5377,0.0481
2.5417,0.0373
2.5457,0.0282
2.5497,0.0208
2.5537,0.015
2.5577,0.0107
2.5617,0.0077
2.5657,0.0061
2.5697,0.0063
2.5737,0.0089
2.5777,0.0151
2.5817,0.0274
2.5857,0.0511
2.5897,0.0952
2.5937,0.1722
2.5977,0.2932
2.6017,0.4598
2.6057,0.6574
2.6097,0.8548
2.6137,1.0131
2.6177,1.0982
2.6217,1.0909
2.6258,0.9923
2.6298,0.8215
2.6338,0.6094
2.6378,0.3899
2.6418,0.1916
2.6458,0.0331
2.6498,-0.0786
2.6538,-0.1455
2.6578,-0.1753
2.6618,-0.1777
2.6658,-0.1622
2.6698,-0.1366
2.6738,-0.1069
2.6778,-0.0769
2.6818,-0.0491
2.6858,-0.0246
2.6898,-0.0037
2.6938,0.0139
2.6978,0.029
2.7018,0.0421
2.7058,0.0542
2.7098,0.0659
2.7138,0.0777
2.7178,0.0898
2.7218,0.1027
2.7258,0.1162
2.7298,0.1306
2.7338,0.1457
2.7378,0.1615
2.7418,0.1779
2.7458,0.1946
2.7498,0.2116
2.7538,0.2285
2.7578,0.2453
2.7618,0.2616
2.7658,0.2772
2.7698,0.2918
2.7738,0.3053
2.7779,0.3173
2.7819,0.3277
2.7859,0.3363
2.7899,0.3429
2.7939,0.3474
2.7979,0.3497
2.8019,0.3498
2.8059,0.3476
2.8099,0.3432
2.8139,0.3368
2.8179,0.3283
2.8219,0.318
2.8259,0.3061
2.8299,0.2927
2.8339,0.2782
2.8379,0.2626
2.8419,0.2464
2.8459,0.2297
2.8499,0.2127
2.8539,0.1957
2.8579,0.179
2.8619,0.1626
2.8659,0.1468
2.8699,0.1317
2.8739,0.1174
2.8779,0.1039
2.8819,0.0914
2.8859,0.0799
2.8899,0.0694
2.8939,0.0599
2.8979,0.0514
2.9019,0.0438
2.9059,0.0371
2.9099,0.0312
2.9139,0.0261
2.9179,0.0217
2.9219,0.0179
2.926,0.0147
2.93,0.0119
2.934,0.0097
2.938,0.0078
2.942,0.0062
2.946,0.0049
2.95,0.0039
2.954,0.0031
2.958,0.0024
2.962,0.0018
2.966,0.0014
2.97,0.0011
2.974,0.0008
2.978,0.0006
2.982,0.0005
2.986,0.0003
2.99,0.0003
2.994,0.0002
2.998,0.0001
3.002,0.0001
3.006,0.0001
3.01,0.0001
3.014,0.0
3.018,0.0
3.022,0.0
3.026,0.0
3.03,0.0
3.034,0.0
3.038,0.0
3.042,0.0
3.046,0.0
3.05,0.0
3.054,0.0
3.058,0.0
3.062,0.0
3.066,0.0
3.07,0.0
3.074,0.0
3.0781,0.0
3.0821,0.0
3.0861,0.0
3.0901,0.0
3.0941,0.0
3.0981,0.0
3.1021,0.0
3.1061,0.0
3.1101,0.0
3.1141,0.0
3.1181,0.0
3.1221,0.0
3.1261,0.0
3.1301,0.0
3.1341,0.0
3.1381,0.0
3.1421,0.0
3.1461,0.0
3.1501,0.0
3.1541,0.0
3.1581,0.0
3.1621,0.0
3.1661,0.0
3.1701,0.0
3.1741,0.0
3.1781,0.0
3.1821,0.0
3.1861,0.0
3.1901,0.0
3.1941,0.0
3.1981,0.0
3.2021,0.0001
3.2061,0.0001
3.2101,0.0002
3.2141,0.0004
3.2181,0.0007
3.2221,0.0012
3.2262,0.0019
3.2302,0.003
3.2342,0.0047
3.2382,0.007
3.2422,0.0103
3.2462,0.0148
3.2502,0.0206
3.2542,0.0279
3.2582,0.037
3.2622,0.0478
3.2662,0.0601
3.2702,0.0736
3.2742,0.088
3.2782,0.1025
3.2822,0.1164
3.2862,0.1288
3.2902,0.1389
3.2942,0.146
3.2982,0.1496
3.3022,0.1494
3.3062,0.1455
3.3102,0.138
3.3142,0.1276
3.3182,0.115
3.3222,0.1011
3.3262,0.0866
3.3302,0.0722
3.3342,0.0588
3.3382,0.0466
3.3422,0.036
3.3462,0.0271
3.3502,0.0199
3.3542,0.0143
3.3582,0.0102
3.3622,0.0074
3.3662,0.0061
3.3702,0.0065
3.3742,0.0095
3.3783,0.0163
3.3823,0.0298
3.3863,0.0556
3.3903,0.1033
3.3943,0.1856
3.3983,0.3129
3.4023,0.4849
3.4063,0.6845
3.4103,0.879
3.4143,1.0293
3.4183,1.1027
3.4223,1.0828
3.4263,0.9731
3.4303,0.7948
3.4343,0.5798
3.4383,0.3617
3.4423,0.1679
3.4463,0.0154
3.4503,-0.09
3.4543,-0.1515
3.4583,-0.177
3.4623,-0.1765
3.4663,-0.1592
3.4703,-0.1328
3.4743,-0.1028
3.4783,-0.073
3.4823,-0.0456
3.4863,-0.0216
3.4903,-0.0011
3.4943,0.0161
3.4983,0.0308
3.5023,0.0438
3.5063,0.0558
3.5103,0.0675
3.5143,0.0793
3.5183,0.0915
3.5223,0.1044
3.5264,0.1181
3.5304,0.1326
3.5344,0.1478
3.5384,0.1637
3.5424,0.1801
3.5464,0.1969
3.5504,0.2138
3.5544,0.2308
3.5584,0.2475
3.5624,0.2637
3.5664,0.2792
3.5704,0.2937
3.5744,0.307
3.5784,0.3188
3.5824,0.3289
3.5864,0.3373
3.5904,0.3436
3.5944,0.3478
3.5984,0.3498
3.6024,0.3496
3.6064,0.3471
3.6104,0.3425
3.6144,0.3358
3.6184,0.3271
3.6224,0.3165
3.6264,0.3044
3.6304,0.2909
3.6344,0.2762
3.6384,0.2605
3.6424,0.2442
3.6464,0.2274
3.6504,0.2104
3.6544,0.1935
3.6584,0.1768
3.6624,0.1605
3.6664,0.1447
3.6704,0.1297
3.6744,0.1155
3.6785,0.1022
3.6825,0.0899
3.6865,0.0785
3.6905,0.0681
3.6945,0.0587
3.6985,0.0503
3.7025,0.0429
3.7065,0.0363
3.7105,0.0305
3.7145,0.0255
3.7185,0.0211
3.7225,0.0174
3.7265,0.0143
3.7305,0.0116
3.7345,0.0094
3.7385,0.0076
3.7425,0.006
3.7465,0.0048
3.7505,0.0038
3.7545,0.003
3.7585,0.0023
3.7625,0.0018
3.7665,0.0014
3.7705,0.001
3.7745,0.0008
3.7785,0.0006
3.7825,0.0004
3.7865,0.0003
3.7905,0.0002
3.7945,0.0002
3.7985,0.0001
3.8025,0.0001
3.8065,0.0001
3.8105,0.0
3.8145,0.0
3.8185,0.0
3.8225,0.0
3.8266,0.0
3.8306,0.0
3.8346,0.0
3.8386,0.0
3.8426,0.0
3.8466,0.0
3.8506,0.0
3.8546,0.0
3.8586,0.0
3.8626,0.0
3.8666,0.0
3.8706,0.0
3.8746,0.0
3.8786,0.0
3.8826,0.0
3.8866,0.0
3.8906,0.0
3.8946,0.0
3.8986,0.0
3.9026,0.0
3.9066,0.0
3.9106,0.0
3.9146,0.0
3.9186,0.0
3.9226,0.0
3.9266,0.0
3.9306,0.0
3.9346,0.0
3.9386,0.0
3.9426,0.0
3.9466,0.0
3.9506,0.0
3.9546,0.0
3.9586,0.0
3.9626,0.0
3.9666,0.0
3.9706,0.0
3.9746,0.0
3.9787,0.0
3.9827,0.0
3.9867,0.0
3.9907,0.0
3.9947,0.0
3.9987,0.0
4.0027,0.0001
4.0067,0.0001
4.0107,0.0003
4.0147,0.0004
4.0187,0.0008
4.0227,0.0013
4.0267,0.002
4.0307,0.0032
4.0347,0.0049
4.0387,0.0074
4.0427,0.0108
4.0467,0.0155
4.0507,0.0215
4.0547,0.0291
4.0587,0.0383
4.0627,0.0493
4.0667,0.0618
4.0707,0.0755
4.0747,0.0899
4.0787,0.1044
4.0827,0.1181
4.0867,0.1303
4.0907,0.14
4.0947,0.1467
4.0987,0.1498
4.1027,0.1491
4.1067,0.1446
4.1107,0.1368
4.1147,0.1261
4.1187,0.1132
4.1227,0.0992
4.1268,0.0846
4.1308,0.0704
4.1348,0.0571
4.1388,0.0451
4.1428,0.0347
4.1468,0.0261
4.1508,0.0191
4.1548,0.0137
4.1588,0.0097
4.1628,0.0071
4.1668,0.006
4.1708,0.0067
4.1748,0.0101
4.1788,0.0176
4.1828,0.0323
4.1868,0.0604
4.1908,0.112
4.1948,0.1998
4.1988,0.3334
4.2028,0.5105
4.2068,0.7116
4.2108,0.9024
4.2148,1.0441
4.2188,1.1056
4.2228,1.073
4.2268,0.9527
4.2308,0.7675
4.2348,0.5502
4.2388,0.3339
4.2428,0.145
4.2468,-0.0014
4.2508,-0.1006
4.2548,-0.1567
4.2588,-0.1782
4.2628,-0.175
4.2668,-0.1561
4.2708,-0.1289
4.2748,-0.0988
4.2789,-0.0692
4.2829,-0.0422
4.2869,-0.0186
4.2909,0.0013
4.2949,0.0182
4.2989,0.0326
4.3029,0.0454
4.3069,0.0574
4.3109,0.069
4.3149,0.0809
4.3189,0.0932
4.3229,0.1062
4.3269,0.12
4.3309,0.1346
4.3349,0.1499
4.3389,0.1658
4.3429,0.1823
4.3469,0.1991
4.3509,0.2161
4.3549,0.233
4.3589,0.2497
4.3629,0.2658
4.3669,0.2812
4.3709,0.2955
4.3749,0.3086
4.3789,0.3202
4.3829,0.3302
4.3869,0.3382
4.3909,0.3443
4.3949,0.3482
4.3989,0.3499
4.4029,0.3494
4.4069,0.3466
4.4109,0.3417
4.4149,0.3347
4.4189,0.3258
4.4229,0.315
4.427,0.3027
4.431,0.289
4.435,0.2741
4.439,0.2584
4.443,0.242
4.447,0.2252
4.451,0.2082
4.455,0.1913
4.459,0.1746
4.463,0.1583
4.467,0.1427
4.471,0.1278
4.475,0.1137
4.479,0.1005
4.483,0.0883
4.487,0.077
4.491,0.0668
4.495,0.0576
4.499,0.0493
4.503,0.0419
4.507,0.0354
4.511,0.0298
4.515,0.0248
4.519,0.0206
4.523,0.017
4.527,0.0139
4.531,0.0113
4.535,0.0091
4.539,0.0073
4.543,0.0059
4.547,0.0046
4.551,0.0037
4.555,0.0029
4.559,0.0022
4.563,0.0017
4.567,0.0013
4.571,0.001
4.5751,0.0008
4.5791,0.0006
4.5831,0.0004
4.5871,0.0003
4.5911,0.0002
4.5951,0.0002
4.5991,0.0001
4.6031,0.0001
4.6071,0.0001
4.6111,0.0
4.6151,0.0
4.6191,0.0
4.6231,0.0
4.6271,0.0
4.6311,0.0
4.6351,0.0
4.6391,0.0
4.6431,0.0
4.6471,0.0
4.6511,0.0
4.6551,0.0
4.6591,0.0
4.6631,0.0
4.6671,0.0
4.6711,0.0
4.6751,0.0
4.6791,0.0
4.6831,0.0
4.6871,0.0
4.6911,0.0
4.6951,0.0
4.6991,0.0
4.7031,0.0
4.7071,0.0
4.7111,0.0
4.7151,0.0
4.7191,0.0
4.7231,0.0
4.7272,0.0
4.7312,0.0
4.7352,0.0
4.7392,0.0
4.7432,0.0
4.7472,0.0
4.7512,0.0
4.7552,0.0
4.7592,0.0
4.7632,0.0
4.7672,0.0
4.7712,0.0
4.7752,0.0
4.7792,0.0
4.7832,0.0
4.7872,0.0
4.7912,0.0
4.7952,0.0
4.7992,0.0
4.8032,0.0001
4.8072,0.0002
4.8112,0.0003
4.8152,0.0005
4.8192,0.0008
4.8232,0.0013
4.8272,0.0022
4.8312,0.0034
4.8352,0.0052
4.8392,0.0078
4.8432,0.0114
4.8472,0.0162
4.8512,0.0224
4.8552,0.0302
4.8592,0.0397
4.8632,0.0509
4.8672,0.0636
4.8712,0.0774
4.8753,0.0919
4.8793,0.1063
4.8833,0.1199
4.8873,0.1317
4.8913,0.1411
4.8953,0.1473
4.8993,0.1499
4.9033,0.1487
4.9073,0.1438
4.9113,0.1355
4.9153,0.1245
4.9193,0.1114
4.9233,0.0972
4.9273,0.0827
4.9313,0.0685
4.9353,0.0554
4.9393,0.0436
4.9433,0.0335
4.9473,0.0251
4.9513,0.0183
4.9553,0.0131
4.9593,0.0093
4.9633,0.0069
4.9673,0.006
4.9713,0.007
4.9753,0.0108
4.9793,0.0191
4.9833,0.0351
4.9873,0.0656
4.9913,0.1213
4.9953,0.2149
4.9993,0.3548
5.0033,0.5366
5.0073,0.7385
5.0113,0.9249
5.0153,1.0574
5.0193,1.1067
5.0233,1.0617
5.0274,0.9311
5.0314,0.7396
5.0354,0.5207
5.0394,0.3067
5.0434,0.1228
5.0474,-0.0173
5.0514,-0.1104
5.0554,-0.1614
5.0594,-0.179
5.0634,-0.1732
5.0674,-0.1528
5.0714,-0.125
5.0754,-0.0947
5.0794,-0.0654
5.0834,-0.0388
5.0874,-0.0158
5.0914,0.0037
5.0954,0.0202
5.0994,0.0344
5.1034,0.0471
5.1074,0.0589
5.1114,0.0706
5.1154,0.0825
5.1194,0.0949
5.1234,0.108
5.1274,0.1219
5.1314,0.1366
5.1354,0.152
5.1394,0.168
5.1434,0.1845
5.1474,0.2014
5.1514,0.2184
5.1554,0.2353
5.1594,0.2519
5.1634,0.2679
5.1674,0.2831
5.1714,0.2973
5.1755,0.3103
5.1795,0.3217
5.1835,0.3314
5.1875,0.3392
5.1915,0.3449
5.1955,0.3486
5.1995,0.35
5.2035,0.3492
5.2075,0.3461
5.2115,0.3409
5.2155,0.3336
5.2195,0.3244
5.2235,0.3135
5.2275,0.3009
5.2315,0.287
5.2355,0.2721
5.2395,0.2562
5.2435,0.2397
5.2475,0.2229
5.2515,0.2059
5.2555,0.189
5.2595,0.1724
5.2635,0.1562
5.2675,0.1407
5.2715,0.1258
5.2755,0.1119
5.2795,0.0988
5.2835,0.0867
5.2875,0.0756
5.2915,0.0655
5.2955,0.0564
5.2995,0.0483
5.3035,0.041
5.3075,0.0346
5.3115,0.0291
5.3155,0.0242
5.3195,0.0201
5.3235,0.0165
5.3276,0.0135
5.3316,0.011
5.3356,0.0089
5.3396,0.0071
5.3436,0.0057
5.3476,0.0045
5.3516,0.0035
5.3556,0.0028
5.3596,0.0021
5.3636,0.0017
5.3676,0.0013
5.3716,0.001
5.3756,0.0007
5.3796,0.0006
5.3836,0.0004
5.3876,0.0003
5.3916,0.0002
5.3956,0.0002
5.3996,0.0001
5.4036,0.0001
5.4076,0.0001
5.4116,0.0
5.4156,0.0
5.4196,0.0
5.4236,0.0
5.4276,0.0
5.4316,0.0
5.4356,0.0
5.4396,0.0
5.4436,0.0
5.4476,0.0
5.4516,0.0
5.4556,0.0
5.4596,0.0
5.4636,0.0
5.4676,0.0
5.4716,0.0
5.4757,0.0
5.4797,0.0
5.4837,0.0
5.4877,0.0
5.4917,0.0
5.4957,0.0
5.4997,0.0
5.5037,0.0
5.5077,0.0
5.5117,0.0
5.5157,0.0
5.5197,0.0
5.5237,0.0
5.5277,0.0
5.5317,0.0
5.5357,0.0
5.5397,0.0
5.5437,0.0
5.5477,0.0
5.5517,0.0
5.5557,0.0
5.5597,0.0
5.5637,0.0
5.5677,0.0
5.5717,0.0
5.5757,0.0
5.5797,0.0
5.5837,0.0
5.5877,0.0
5.5917,0.0
5.5957,0.0
5.5997,0.0
5.6037,0.0
5.6077,0.0
5.6117,0.0
5.6157,0.0
5.6197,0.0
5.6237,0.0
5.6278,0.0
5.6318,0.0
5.6358,0.0
5.6398,0.0
5.6438,0.0
5.6478,0.0
5.6518,0.0
5.6558,0.0
5.6598,0.0
5.6638,0.0
5.6678,0.0
5.6718,0.0
5.6758,0.0
5.6798,0.0
5.6838,0.0
5.6878,0.0
5.6918,0.0
5.6958,0.0
5.6998,0.0
5.7038,0.0
5.7078,0.0
5.7118,0.0
5.7158,0.0
5.7198,0.0
5.7238,0.0
5.7278,0.0
5.7318,0.0
5.7358,0.0
5.7398,0.0
5.7438,0.0
5.7478,0.0
5.7518,0.0
5.7558,0.0
5.7598,0.0
5.7638,0.0
5.7678,0.0
5.7718,0.0
5.7759,0.0
5.7799,0.0
5.7839,0.0
5.7879,0.0
5.7919,0.0
5.7959,0.0
5.7999,0.0
